0011,"[1, 3]"
0101,"[1, 1]"
00111,"[1, 3, 1]"
01010,"[1, 2, 2]"
000111,"[1, 2, 3, 4, 4, 3, 2, 1]"
010101,"[1, 2, 3, 4, 3, 2, 3, 2]"
0001111,"[1, 2, 3, 6, 5, 5, 5, 4, 2, 2]"
0101010,"[1, 3, 4, 3, 5, 7, 7, 4, 1]"
00001111,"[1, 2, 4, 8, 13, 12, 16, 4, 4, 4, 2]"
01010101,"[1, 2, 3, 6, 6, 6, 4, 6, 12, 12, 8, 2, 2]"
000011111,"[1, 2, 4, 8, 15, 20, 23, 14, 17, 13, 4, 2, 2, 1]"
010101010,"[1, 3, 5, 5, 9, 13, 16, 15, 18, 17, 16, 7, 1]"
0000011111,"[1, 2, 3, 6, 11, 17, 22, 27, 30, 34, 36, 27, 17, 13, 5, 1]"
0101010101,"[1, 2, 3, 6, 10, 13, 9, 13, 25, 42, 46, 24, 26, 20, 9, 3]"
00000111111,"[1, 2, 3, 6, 11, 18, 23, 38, 45, 55, 71, 66, 45, 36, 26, 11, 3, 2]"
01010101010,"[1, 3, 5, 6, 11, 19, 31, 40, 42, 50, 62, 69, 44, 36, 23, 14, 5, 1]"
000000111111,"[1, 2, 3, 5, 10, 15, 28, 37, 54, 77, 106, 133, 113, 102, 99, 66, 35, 18, 14, 4, 2]"
010101010101,"[1, 2, 3, 6, 10, 15, 19, 21, 37, 66, 97, 102, 87, 110, 120, 88, 57, 44, 26, 8, 5]"
0000001111111,"[1, 2, 3, 5, 10, 15, 29, 41, 62, 85, 127, 172, 196, 202, 212, 210, 146, 88, 65, 33, 10, 2]"
0101010101010,"[1, 3, 5, 6, 12, 21, 35, 54, 73, 89, 118, 171, 211, 187, 174, 195, 167, 88, 64, 29, 9, 2, 2]"
00000001111111,"[1, 2, 3, 5, 9, 15, 28, 44, 62, 88, 134, 202, 259, 317, 374, 431, 459, 365, 258, 181, 118, 46, 18, 11, 2]"
01010101010101,"[1, 2, 3, 6, 10, 15, 21, 33, 48, 84, 136, 183, 220, 230, 298, 381, 399, 362, 308, 273, 199, 98, 64, 40, 13, 5]"
000000011111111,"[1, 2, 3, 5, 9, 15, 28, 45, 63, 93, 144, 219, 288, 399, 486, 615, 736, 807, 746, 608, 488, 315, 166, 89, 46, 14, 3, 2]"
010101010101010,"[1, 3, 5, 6, 12, 22, 37, 58, 86, 121, 174, 253, 364, 470, 547, 593, 669, 715, 673, 545, 444, 318, 152, 88, 50, 24, 4, 1]"
0000000011111111,"[1, 2, 3, 5, 9, 14, 27, 44, 63, 91, 138, 214, 295, 407, 567, 736, 942, 1200, 1410, 1482, 1423, 1310, 1045, 676, 409, 237, 83, 25, 12]"
0101010101010101,"[1, 2, 3, 6, 10, 15, 21, 33, 58, 94, 154, 224, 306, 396, 528, 720, 992, 1160, 1225, 1245, 1334, 1238, 1014, 746, 572, 403, 199, 102, 55, 14]"
00000000111111111,"[1, 2, 3, 5, 9, 14, 27, 44, 64, 92, 143, 221, 304, 418, 597, 813, 1043, 1409, 1810, 2221, 2605, 2770, 2714, 2405, 1863, 1292, 806, 370, 165, 63, 17]"
01010101010101010,"[1, 3, 5, 6, 12, 22, 38, 60, 89, 132, 203, 312, 453, 664, 912, 1206, 1487, 1836, 2289, 2522, 2443, 2328, 2220, 1800, 1265, 859, 575, 311, 137, 75, 38, 4, 2, 1]"
000000000111111111,"[1, 2, 3, 5, 9, 14, 26, 42, 62, 90, 139, 215, 289, 406, 580, 813, 1100, 1491, 2033, 2704, 3458, 4295, 5059, 5446, 5415, 4807, 3927, 2837, 1688, 929, 478, 178, 48, 20, 9, 2]"
010101010101010101,"[1, 2, 3, 6, 10, 15, 21, 33, 58, 102, 166, 241, 344, 499, 727, 1029, 1476, 2082, 2650, 3052, 3680, 4296, 4741, 4753, 4442, 3970, 3327, 2571, 1749, 1152, 684, 420, 176, 90, 40, 6, 4, 2]"
0000000001111111111,"[1, 2, 3, 5, 9, 14, 26, 42, 62, 91, 140, 217, 295, 415, 591, 830, 1124, 1534, 2115, 2878, 3834, 5055, 6540, 7921, 9223, 9931, 9839, 9008, 7542, 5564, 3546, 2115, 1130, 468, 184, 63, 20, 1]"
0101010101010101010,"[1, 3, 5, 6, 12, 22, 38, 61, 91, 135, 212, 339, 509, 754, 1118, 1616, 2256, 3065, 4116, 5433, 6792, 7634, 8380, 8994, 9017, 8210, 7077, 5659, 4099, 2809, 1765, 998, 590, 316, 147, 71, 20, 5, 2, 1]"
00000000001111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 61, 90, 139, 214, 291, 406, 576, 810, 1112, 1543, 2123, 2966, 4069, 5507, 7368, 9646, 12127, 14576, 16921, 18593, 19072, 18228, 15726, 12137, 8636, 5644, 3219, 1576, 749, 350, 129, 32, 14, 3, 2]"
01010101010101010101,"[1, 2, 3, 6, 10, 15, 21, 33, 58, 102, 172, 255, 361, 534, 828, 1235, 1844, 2673, 3821, 5121, 6685, 8593, 10859, 13205, 15123, 16344, 17096, 16789, 15360, 13201, 10889, 8244, 5703, 3867, 2451, 1431, 834, 510, 238, 96, 69, 51, 13, 4, 4, 2]"
000000000011111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 61, 90, 140, 214, 296, 410, 580, 804, 1104, 1541, 2128, 2940, 4076, 5580, 7616, 10283, 13610, 17556, 21856, 26066, 30051, 33205, 34488, 33653, 30375, 25051, 19055, 13229, 8032, 4399, 2326, 1125, 427, 145, 65, 27, 11]"
010101010101010101010,"[1, 3, 5, 6, 12, 22, 38, 61, 92, 137, 215, 347, 533, 810, 1210, 1816, 2689, 3908, 5607, 7916, 10960, 14613, 18541, 22473, 26837, 30539, 32404, 32603, 31051, 28070, 23140, 18255, 13500, 9233, 5970, 3796, 2343, 1341, 811, 428, 194, 91, 56, 23, 8, 5, 2, 1]"
0000000000011111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 60, 88, 138, 212, 287, 401, 562, 772, 1053, 1479, 2056, 2863, 3973, 5566, 7714, 10511, 14402, 19258, 25105, 31897, 39349, 47006, 54302, 59980, 63226, 63782, 61166, 54802, 45197, 34083, 23137, 14737, 8553, 4288, 1881, 872, 390, 135, 37, 7, 3, 1]"
0101010101010101010101,"[1, 2, 3, 6, 10, 15, 21, 33, 58, 102, 172, 259, 377, 551, 864, 1331, 2051, 3081, 4504, 6500, 9275, 12849, 17335, 23121, 30361, 37521, 44822, 52426, 58528, 61486, 61215, 58316, 52866, 44352, 35499, 27405, 19761, 13733, 9281, 5915, 3770, 2350, 1366, 751, 559, 302, 139, 87, 65, 23, 6, 4, 2]"
00000000000111111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 60, 88, 138, 213, 287, 403, 563, 777, 1049, 1466, 2022, 2811, 3866, 5411, 7521, 10347, 14303, 19546, 26181, 34622, 44658, 56195, 68661, 81734, 93919, 104311, 111609, 115385, 114170, 107176, 94740, 77191, 57779, 40010, 25469, 14217, 7257, 3444, 1523, 572, 174, 79, 27, 3]"
01010101010101010101010,"[1, 3, 5, 6, 12, 22, 38, 61, 92, 138, 217, 350, 540, 833, 1263, 1905, 2877, 4339, 6499, 9530, 13866, 19796, 27698, 37764, 49481, 63552, 79359, 93986, 106103, 115203, 119782, 116575, 107511, 94672, 77834, 60827, 45126, 32028, 22038, 14837, 9767, 6208, 3842, 2364, 1355, 801, 467, 240, 119, 79, 42, 12, 8, 3, 2]"
000000000000111111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 60, 87, 136, 211, 285, 393, 554, 757, 1013, 1395, 1936, 2688, 3685, 5171, 7245, 10106, 14015, 19429, 26601, 35852, 47568, 62080, 79255, 99077, 120673, 142990, 164433, 183589, 200389, 211431, 216251, 212517, 200356, 177693, 147437, 114239, 80738, 51650, 30058, 16197, 7989, 3483, 1484, 589, 197, 47, 18, 6, 2]"
010101010101010101010101,"[1, 2, 3, 6, 10, 15, 21, 33, 58, 102, 172, 259, 379, 565, 879, 1361, 2131, 3262, 4881, 7203, 10712, 15730, 22571, 31862, 44319, 60509, 80051, 102461, 128017, 156151, 183012, 204041, 218670, 225169, 219795, 203124, 179227, 150961, 121399, 94176, 70497, 51190, 36160, 24655, 16526, 11345, 7297, 4824, 3146, 2077, 1311, 831, 463, 259, 127, 85, 43, 10, 4, 4, 2]"
0000000000001111111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 60, 87, 136, 211, 286, 393, 558, 761, 1012, 1384, 1905, 2627, 3570, 4976, 6922, 9646, 13429, 18637, 25845, 35349, 47865, 63923, 84028, 108532, 137257, 170222, 205998, 243506, 280071, 315174, 346724, 370850, 386708, 391339, 382698, 359118, 321731, 270853, 211459, 151674, 99834, 60298, 33310, 16473, 7487, 3292, 1318, 436, 144, 66, 16, 1]"
0101010101010101010101010,"[1, 3, 5, 6, 12, 22, 38, 61, 92, 138, 218, 352, 543, 839, 1283, 1954, 2961, 4512, 6886, 10380, 15478, 22875, 33534, 48451, 68762, 95416, 129405, 171982, 220784, 271868, 324559, 374226, 412134, 431400, 432350, 413059, 372717, 321351, 264802, 207802, 157535, 116383, 83811, 58694, 40654, 27749, 18563, 12441, 7972, 5104, 3237, 2004, 1180, 748, 421, 261, 137, 83, 36, 17, 7, 2]"
00000000000001111111111111,"[1, 2, 3, 5, 9, 14, 26, 41, 60, 87, 135, 209, 284, 392, 547, 750, 996, 1345, 1821, 2508, 3417, 4725, 6564, 9168, 12849, 17865, 24856, 34458, 47204, 63834, 85462, 112985, 146824, 188186, 236692, 291375, 351919, 414931, 479787, 543637, 603807, 656347, 697794, 724799, 733180, 722530, 689843, 631659, 545260, 441542, 332198, 228739, 144095, 82679, 43352, 21211, 9526, 3737, 1510, 596, 168, 31, 16, 5, 2, 1]"
